job_key,company,title,location,department,urls,date_posted,first_seen,first_seen_pt,track,scored,score_method,experience_score,reason,emailed,source_uids
MathWorks:34133,MathWorks,University of Queensland MATLAB Student Ambassador,AU-Sydney; Sydney; AU,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/34133-university-of-queensland-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:34133
MathWorks:37219,MathWorks,University of South Carolina MATLAB Student Ambassador,US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37219-university-of-south-carolina-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37219
MathWorks:37135,MathWorks,University of Southern California MATLAB Ambassador,US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37135-university-of-southern-california-matlab-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37135
MathWorks:36766,MathWorks,University of Tennessee MATLAB Student Ambassador,US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/36766-university-of-tennessee-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:36766
MathWorks:37175,MathWorks,"University of Texas, Arlington MATLAB Student Ambassador",US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37175-university-of-texas-arlington-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37175
MathWorks:37140,MathWorks,University of Toronto MATLAB Student Ambassador,CA-Toronto; Toronto; CA,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37140-university-of-toronto-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37140
MathWorks:37174,MathWorks,University of Washington Seattle MATLAB Ambassador,US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37174-university-of-washington-seattle-matlab-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37174
MathWorks:37141,MathWorks,University of Waterloo MATLAB Student Ambassador,CA-Toronto; Toronto; CA,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37141-university-of-waterloo-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37141
MathWorks:37138,MathWorks,University of Western Ontario MATLAB Student Ambassador,CA-Toronto; Toronto; CA,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37138-university-of-western-ontario-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37138
MathWorks:37132,MathWorks,University of Wisconsin-Madison MATLAB Student Ambassador,US-MA-Natick; Natick; United States,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37132-university-of-wisconsin-madison-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37132
MathWorks:35375,MathWorks,University of Zurich MATLAB Student Ambassador,CH-Bern; Bern; CH,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/35375-university-of-zurich-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:35375
MathWorks:37083,MathWorks,Università degli Studi di Napoli Federico MATLAB Ambassador,IT-Torino; Torino; IT,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37083.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37083
MathWorks:37209,MathWorks,Università degli Studi di Palermo MATLAB Student Ambassador,IT-Torino; Torino; IT,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37209.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37209
MathWorks:34134,MathWorks,Université de Sherbrooke MATLAB Student Ambassador,CA-Toronto; Toronto; CA,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/34134.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:34134
MathWorks:37316,MathWorks,Uppsala University MATLAB Student Ambassador,SE-Gothenburg; Gothenburg; SE,Education Marketing,https://www.mathworks.com/company/jobs/opportunities/37316-uppsala-university-matlab-student-ambassador.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37316
MathWorks:37339,MathWorks,Utilities & Energy Market Developer (m/f/d),DE-München; München; DE,Industry Marketing,https://www.mathworks.com/company/jobs/opportunities/37339-utilities-energy-market-developer-m-f-d.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37339
MathWorks:37367,MathWorks,Workplace Services Coordinator,IE-Galway; Galway; IE,Office and Administrative Services,https://www.mathworks.com/company/jobs/opportunities/37367-workplace-services-coordinator.html,,2026-07-17T05:17:12+00:00,2026-07-16 22:17 Thu,,false,,,,false,mathworks:MathWorks:37367
